Series Name,Series Year,Match Name,Match Venue & Date,Team 1 Score,Team 2 Score,Ball No,Over,Bowler Name,Batter Name,Ball Type,Shot Type,Speed of Ball,Runs Scored
IPL 2023,1345038,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.14Kanwar,12,12.14Kanwar,Jonassen,Unknown,boundary,N/A,4
IPL 2023,1345038,"GG Women vs DC Women, 10th Match at Bengaluru, WPL, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.6•Gardner,11,11.6•Gardner,Rodrigues,Unknown,dot,N/A,0
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.41Schofield,11,11.41Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.36Schofield,11,11.36Schofield,Gurkeerat,Unknown,boundary,N/A,6
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.24Schofield,11,11.24Schofield,Gurkeerat,Unknown,boundary,N/A,4
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.14Schofield,11,11.14Schofield,Gurkeerat,Unknown,boundary,N/A,4
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.61Schofield,9,9.61Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.51Schofield,9,9.51Schofield,Yuvraj,Unknown,single,N/A,1
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.4•Schofield,9,9.4•Schofield,Yuvraj,Unknown,dot,N/A,0
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.3•Schofield,9,9.3•Schofield,Yuvraj,Unknown,dot,N/A,0
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.24Schofield,9,9.24Schofield,Yuvraj,Unknown,boundary,N/A,4
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,9.11Schofield,9,9.11Schofield,Gurkeerat,Unknown,single,N/A,1
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.6•Bresnan,8,8.6•Bresnan,Yuvraj,Unknown,dot,N/A,0
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.52Bresnan,8,8.52Bresnan,Yuvraj,Unknown,double,N/A,2
IPL 2023,1345038,"Eng Masters vs Ind Masters, 3rd Match at Navi Mumbai, IML, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,8.41Bresnan,8,8.41Bresnan,Gurkeerat,Unknown,single,N/A,1
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61Young,17,17.61Young,Masakadza,Unknown,single,N/A,1
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51Young,17,17.51Young,Musekiwa,Unknown,single,N/A,1
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.42Young,17,17.42Young,Musekiwa,Unknown,double,N/A,2
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.31Young,17,17.31Young,Masakadza,Unknown,single,N/A,1
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.24Young,17,17.24Young,Masakadza,Unknown,boundary,N/A,4
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.1WYoung,17,17.1WYoung,Munyonga,Unknown,other,N/A,unknown
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.6•Hand,16,16.6•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Hand,16,16.5•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.4•Hand,16,16.4•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41wHand,16,16.41wHand,Musekiwa,Unknown,other,N/A,unknown
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41nbHand,16,16.41nbHand,Musekiwa,Unknown,other,N/A,unknown
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.32Hand,16,16.32Hand,Musekiwa,Unknown,double,N/A,2
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.24Hand,16,16.24Hand,Musekiwa,Unknown,boundary,N/A,4
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.1•Hand,16,16.1•Hand,Musekiwa,Unknown,dot,N/A,0
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.62Little,15,15.62Little,Munyonga,Unknown,double,N/A,2
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.52Little,15,15.52Little,Munyonga,Unknown,double,N/A,2
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.41Little,15,15.41Little,Musekiwa,Unknown,single,N/A,1
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.36Little,15,15.36Little,Musekiwa,Unknown,boundary,N/A,6
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.21lbLittle,15,15.21lbLittle,Munyonga,Unknown,other,N/A,unknown
IPL 2023,1345038,"Zimbabwe vs Ireland, 3rd T20I at Harare, Zimbabwe vs Ireland, Feb 25 2025 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.12Little,15,15.12Little,Munyonga,Unknown,double,N/A,2
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.64Mohit,14,14.64Mohit,Jadeja,Unknown,boundary,N/A,4
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.56Mohit,14,14.56Mohit,Jadeja,Unknown,boundary,N/A,6
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.41Mohit,14,14.41Mohit,Dube,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.31Mohit,14,14.31Mohit,Jadeja,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.21Mohit,14,14.21Mohit,Dube,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.1•Mohit,14,14.1•Mohit,Dube,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.62Shami,13,13.62Shami,Jadeja,Unknown,double,N/A,2
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.51Shami,13,13.51Shami,Dube,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.42Shami,13,13.42Shami,Dube,Unknown,double,N/A,2
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.32Shami,13,13.32Shami,Dube,Unknown,double,N/A,2
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.2•Shami,13,13.2•Shami,Dube,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.11Shami,13,13.11Shami,Jadeja,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.61Mohit,12,12.61Mohit,Jadeja,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.5WMohit,12,12.5WMohit,Dhoni,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.4WMohit,12,12.4WMohit,Rayudu,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.36Mohit,12,12.36Mohit,Rayudu,Unknown,boundary,N/A,6
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.24Mohit,12,12.24Mohit,Rayudu,Unknown,boundary,N/A,4
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,12.16Mohit,12,12.16Mohit,Rayudu,Unknown,boundary,N/A,6
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.66Rashid,11,11.66Rashid Khan,Dube,Unknown,boundary,N/A,6
IPL 2023,1345038,"GT vs CSK, Final at Ahmedabad, IPL, May 28 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,11.56Rashid,11,11.56Rashid Khan,Dube,Unknown,boundary,N/A,6
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.2WMohit,18,18.2WMohit,Kartikeya,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.11Mohit,18,18.11Mohit,Behrendorff,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6•Little,17,17.6•Little,Kartikeya,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.54Little,17,17.54Little,Kartikeya,Unknown,boundary,N/A,4
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.41Little,17,17.41Little,Behrendorff,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Little,17,17.3•Little,Behrendorff,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.2•Little,17,17.2•Little,Behrendorff,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.11Little,17,17.11Little,Kartikeya,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Mohit,16,16.61Mohit,Kartikeya,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Mohit,16,16.5•Mohit,Kartikeya,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41Mohit,16,16.41Mohit,Behrendorff,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.3WMohit,16,16.3WMohit,Chawla,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.21lbMohit,16,16.21lbMohit,Kartikeya,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.1WMohit,16,16.1WMohit,Jordan,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.61Rashid,15,15.61Rashid Khan,Jordan,Unknown,single,N/A,1
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.5•Rashid,15,15.5•Rashid Khan,Jordan,Unknown,dot,N/A,0
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.51wRashid,15,15.51wRashid Khan,Jordan,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.41lbRashid,15,15.41lbRashid Khan,Chawla,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.3WRashid,15,15.3WRashid Khan,David,Unknown,other,N/A,unknown
IPL 2023,1345038,"GT vs MI, Qualifier 2 at Ahmedabad, IPL, May 26 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.21Rashid,15,15.21Rashid Khan,Jordan,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.3WMadhwal,16,16.3WMadhwal,Mohsin Khan,Unknown,other,N/A,unknown
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.21Madhwal,16,16.21Madhwal,Naveen-ul-Haq,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.1•Madhwal,16,16.1•Madhwal,Naveen-ul-Haq,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.6•Jordan,15,15.6•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.5•Jordan,15,15.5•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.4•Jordan,15,15.4•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.3•Jordan,15,15.3•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.2•Jordan,15,15.2•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.1•Jordan,15,15.1•Jordan,Mohsin Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.6•Madhwal,14,14.6•Madhwal,Naveen-ul-Haq,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.5WMadhwal,14,14.5WMadhwal,Naveen-ul-Haq,Unknown,other,N/A,unknown
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.4•Madhwal,14,14.4•Madhwal,Naveen-ul-Haq,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.3WMadhwal,14,14.3WMadhwal,Ravi Bishnoi,Unknown,other,N/A,unknown
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.21Madhwal,14,14.21Madhwal,Hooda,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.11lbMadhwal,14,14.11lbMadhwal,Ravi Bishnoi,Unknown,other,N/A,unknown
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.61Behrendorff,13,13.61Behrendorff,Ravi Bishnoi,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.51Behrendorff,13,13.51Behrendorff,Hooda,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.41Behrendorff,13,13.41Behrendorff,Ravi Bishnoi,Unknown,single,N/A,1
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.3•Behrendorff,13,13.3•Behrendorff,Ravi Bishnoi,Unknown,dot,N/A,0
IPL 2023,1345038,"MI vs LSG, Eliminator at Chennai, IPL, May 24 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,13.21Behrendorff,13,13.21Behrendorff,Hooda,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.6WPathirana,19,19.6WPathirana,Shami,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.61wPathirana,19,19.61wPathirana,Shami,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.51Pathirana,19,19.51Pathirana,Noor Ahmad,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.44Pathirana,19,19.44Pathirana,Noor Ahmad,Unknown,boundary,N/A,4
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.31Pathirana,19,19.31Pathirana,Shami,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21Pathirana,19,19.21Pathirana,Noor Ahmad,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.22wPathirana,19,19.22wPathirana,Shami,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.11Pathirana,19,19.11Pathirana,Noor Ahmad,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6•Deshpande,18,18.6•Deshpande,Shami,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.54Deshpande,18,18.54Deshpande,Shami,Unknown,boundary,N/A,4
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.4•Deshpande,18,18.4•Deshpande,Shami,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.3WDeshpande,18,18.3WDeshpande,Rashid Khan,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.2•Deshpande,18,18.2•Deshpande,Rashid Khan,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.14Deshpande,18,18.14Deshpande,Rashid Khan,Unknown,boundary,N/A,4
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6•Pathirana,17,17.6•Pathirana,Noor Ahmad,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51lbPathirana,17,17.51lbPathirana,Rashid Khan,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51wPathirana,17,17.51wPathirana,Rashid Khan,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4WPathirana,17,17.4WPathirana,Nalkande,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3WPathirana,17,17.3WPathirana,Shankar,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs GT, Qualifier 1 at Chennai, IPL, May 23 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.21Pathirana,17,17.21Pathirana,Rashid Khan,Unknown,single,N/A,1
