Series Name,Series Year,Match Name,Match Venue & Date,Team 1 Score,Team 2 Score,Ball No,Over,Bowler Name,Batter Name,Ball Type,Shot Type,Speed of Ball,Runs Scored
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.16Parnell,19,19.16Parnell,Gill,Unknown,boundary,N/A,6
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.11wParnell,19,19.11wParnell,Gill,Unknown,other,N/A,unknown
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.11nbParnell,19,19.11nbParnell,Gill,Unknown,other,N/A,unknown
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6•Harshal,18,18.6•Harshal,Tewatia,Unknown,dot,N/A,0
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.5•Harshal,18,18.5•Harshal,Tewatia,Unknown,dot,N/A,0
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.42Harshal,18,18.42Harshal,Tewatia,Unknown,double,N/A,2
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.31Harshal,18,18.31Harshal,Gill,Unknown,single,N/A,1
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.26Harshal,18,18.26Harshal,Gill,Unknown,boundary,N/A,6
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.21wHarshal,18,18.21wHarshal,Gill,Unknown,other,N/A,unknown
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.11Harshal,18,18.11Harshal,Tewatia,Unknown,single,N/A,1
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.66Siraj,17,17.66Siraj,Gill,Unknown,boundary,N/A,6
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61wSiraj,17,17.61wSiraj,Gill,Unknown,other,N/A,unknown
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.51Siraj,17,17.51Siraj,Tewatia,Unknown,single,N/A,1
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4WSiraj,17,17.4WSiraj,Miller,Unknown,other,N/A,unknown
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Siraj,17,17.3•Siraj,Miller,Unknown,dot,N/A,0
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.21Siraj,17,17.21Siraj,Gill,Unknown,single,N/A,1
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.16Siraj,17,17.16Siraj,Gill,Unknown,boundary,N/A,6
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Vyshak,16,16.61Vyshak,Gill,Unknown,single,N/A,1
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.52Vyshak,16,16.52Vyshak,Gill,Unknown,double,N/A,2
IPL 2023,1345038,"RCB vs GT, 70th Match at Bengaluru, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.42Vyshak,16,16.42Vyshak,Gill,Unknown,double,N/A,2
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61Bhuvneshwar,17,17.61Bhuvneshwar,Green,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.5•Bhuvneshwar,17,17.5•Bhuvneshwar,Green,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.41Bhuvneshwar,17,17.41Bhuvneshwar,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.31Bhuvneshwar,17,17.31Bhuvneshwar,Green,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.24Bhuvneshwar,17,17.24Bhuvneshwar,Green,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.11Bhuvneshwar,17,17.11Bhuvneshwar,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Markram,16,16.61Markram,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.62nbKartik,16,16.62nbKartik Tyagi,Green,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.54Kartik,16,16.54Kartik Tyagi,Green,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.41Kartik,16,16.41Kartik Tyagi,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.34Kartik,16,16.34Kartik Tyagi,Suryakumar,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.2•Kartik,16,16.2•Kartik Tyagi,Suryakumar,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.11Kartik,16,16.11Kartik Tyagi,Green,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.64Umran,15,15.64Umran Malik,Suryakumar,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.54Umran,15,15.54Umran Malik,Suryakumar,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.41Umran,15,15.41Umran Malik,Green,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.36Umran,15,15.36Umran Malik,Green,Unknown,boundary,N/A,6
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.24Umran,15,15.24Umran Malik,Green,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,15.11Umran,15,15.11Umran Malik,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs MI, 69th Match at Mumbai, IPL, May 21 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,14.61Bhuvneshwar,14,14.61Bhuvneshwar,Suryakumar,Unknown,single,N/A,1
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.66Thakur,19,19.66Thakur,Rinku Singh,Unknown,boundary,N/A,6
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.54Thakur,19,19.54Thakur,Rinku Singh,Unknown,boundary,N/A,4
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.46Thakur,19,19.46Thakur,Rinku Singh,Unknown,boundary,N/A,6
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.41wThakur,19,19.41wThakur,Rinku Singh,Unknown,other,N/A,unknown
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.3•Thakur,19,19.3•Thakur,Rinku Singh,Unknown,dot,N/A,0
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.2•Thakur,19,19.2•Thakur,Rinku Singh,Unknown,dot,N/A,0
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21wThakur,19,19.21wThakur,Rinku Singh,Unknown,other,N/A,unknown
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.11Thakur,19,19.11Thakur,Arora,Unknown,single,N/A,1
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6•Naveen-ul-Haq,18,18.6•Naveen-ul-Haq,Rinku Singh,Unknown,dot,N/A,0
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.56Naveen-ul-Haq,18,18.56Naveen-ul-Haq,Rinku Singh,Unknown,boundary,N/A,6
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.42Naveen-ul-Haq,18,18.42Naveen-ul-Haq,Rinku Singh,Unknown,double,N/A,2
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.34Naveen-ul-Haq,18,18.34Naveen-ul-Haq,Rinku Singh,Unknown,boundary,N/A,4
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.24Naveen-ul-Haq,18,18.24Naveen-ul-Haq,Rinku Singh,Unknown,boundary,N/A,4
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.14Naveen-ul-Haq,18,18.14Naveen-ul-Haq,Rinku Singh,Unknown,boundary,N/A,4
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61WThakur,17,17.61WThakur,Narine,Unknown,single,N/A,1
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61wThakur,17,17.61wThakur,Narine,Unknown,other,N/A,unknown
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.5•Thakur,17,17.5•Thakur,Narine,Unknown,dot,N/A,0
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4WThakur,17,17.4WThakur,Thakur,Unknown,other,N/A,unknown
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.31Thakur,17,17.31Thakur,Rinku Singh,Unknown,single,N/A,1
IPL 2023,1345038,"LSG vs KKR, 68th Match at Kolkata, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.26Thakur,17,17.26Thakur,Rinku Singh,Unknown,boundary,N/A,6
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.6•Theekshana,19,19.6•Theekshana,Sakariya,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.5•Theekshana,19,19.5•Theekshana,Sakariya,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.4WTheekshana,19,19.4WTheekshana,Kuldeep,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.3WTheekshana,19,19.3WTheekshana,Lalit Yadav,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.2•Theekshana,19,19.2•Theekshana,Lalit Yadav,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.1•Theekshana,19,19.1•Theekshana,Lalit Yadav,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.61Pathirana,18,18.61Pathirana,Lalit Yadav,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.5•Pathirana,18,18.5•Pathirana,Lalit Yadav,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.41lbPathirana,18,18.41lbPathirana,Nortje,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.3WPathirana,18,18.3WPathirana,Warner,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.2•Pathirana,18,18.2•Pathirana,Warner,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.11Pathirana,18,18.11Pathirana,Lalit Yadav,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.61lbDeshpande,17,17.61lbDeshpande,Lalit Yadav,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.52Deshpande,17,17.52Deshpande,Lalit Yadav,Unknown,double,N/A,2
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.41Deshpande,17,17.41Deshpande,Warner,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Deshpande,17,17.3•Deshpande,Warner,Unknown,dot,N/A,0
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.21lbDeshpande,17,17.21lbDeshpande,Lalit Yadav,Unknown,other,N/A,unknown
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.11Deshpande,17,17.11Deshpande,Warner,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Pathirana,16,16.61Pathirana,Warner,Unknown,single,N/A,1
IPL 2023,1345038,"CSK vs DC, 67th Match at Delhi, IPL, May 20 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.51Pathirana,16,16.51Pathirana,Lalit Yadav,Unknown,single,N/A,1
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.46Chahar,19,19.46Chahar,Jurel,Unknown,boundary,N/A,6
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.31Chahar,19,19.31Chahar,Boult,Unknown,single,N/A,1
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21Chahar,19,19.21Chahar,Jurel,Unknown,single,N/A,1
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.12Chahar,19,19.12Chahar,Jurel,Unknown,double,N/A,2
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.6•Sam,18,18.6•Sam Curran,Boult,Unknown,dot,N/A,0
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.5WSam,18,18.5WSam Curran,Hetmyer,Unknown,other,N/A,unknown
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.44Sam,18,18.44Sam Curran,Hetmyer,Unknown,boundary,N/A,4
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.31Sam,18,18.31Sam Curran,Jurel,Unknown,single,N/A,1
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.21Sam,18,18.21Sam Curran,Hetmyer,Unknown,single,N/A,1
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.14Sam,18,18.14Sam Curran,Hetmyer,Unknown,boundary,N/A,4
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6WRabada,17,17.6WRabada,Parag,Unknown,other,N/A,unknown
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.5•Rabada,17,17.5•Rabada,Parag,Unknown,dot,N/A,0
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.4•Rabada,17,17.4•Rabada,Parag,Unknown,dot,N/A,0
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.41wRabada,17,17.41wRabada,Parag,Unknown,other,N/A,unknown
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Rabada,17,17.3•Rabada,Parag,Unknown,dot,N/A,0
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.26Rabada,17,17.26Rabada,Parag,Unknown,boundary,N/A,6
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.16Rabada,17,17.16Rabada,Parag,Unknown,boundary,N/A,6
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.11nbRabada,17,17.11nbRabada,Parag,Unknown,other,N/A,unknown
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.6•Sam,16,16.6•Sam Curran,Hetmyer,Unknown,dot,N/A,0
IPL 2023,1345038,"PBKS vs RR, 66th Match at Dharamsala, IPL, May 19 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.5•Sam,16,16.5•Sam Curran,Hetmyer,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.22Kartik,19,19.22Kartik Tyagi,Michael Bracewell,Unknown,double,N/A,2
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.21wKartik,19,19.21wKartik Tyagi,Michael Bracewell,Unknown,other,N/A,unknown
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,19.1•Kartik,19,19.1•Kartik Tyagi,Michael Bracewell,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.64Natarajan,18,18.64Natarajan,Maxwell,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.51Natarajan,18,18.51Natarajan,Michael Bracewell,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.41Natarajan,18,18.41Natarajan,Maxwell,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.31Natarajan,18,18.31Natarajan,Michael Bracewell,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.2WNatarajan,18,18.2WNatarajan,du Plessis,Unknown,other,N/A,unknown
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.14Natarajan,18,18.14Natarajan,du Plessis,Unknown,boundary,N/A,4
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,18.11wNatarajan,18,18.11wNatarajan,du Plessis,Unknown,other,N/A,unknown
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.6•Bhuvneshwar,17,17.6•Bhuvneshwar,Maxwell,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.5WBhuvneshwar,17,17.5WBhuvneshwar,Kohli,Unknown,other,N/A,unknown
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.46Bhuvneshwar,17,17.46Bhuvneshwar,Kohli,Unknown,boundary,N/A,6
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.3•Bhuvneshwar,17,17.3•Bhuvneshwar,Kohli,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.22Bhuvneshwar,17,17.22Bhuvneshwar,Kohli,Unknown,double,N/A,2
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,17.1•Bhuvneshwar,17,17.1•Bhuvneshwar,Kohli,Unknown,dot,N/A,0
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.61Natarajan,16,16.61Natarajan,Kohli,Unknown,single,N/A,1
IPL 2023,1345038,"SRH vs RCB, 65th Match at Hyderabad, IPL, May 18 2023 - Ball by Ball Commentary",Unknown Venue & Date,N/A,N/A,16.51Natarajan,16,16.51Natarajan,du Plessis,Unknown,single,N/A,1
